,State Name,County,Congressional District,Zip Code,Energy Source,Agency,Year,Program Name,Total Number of Investments,Total Amount of Assistance,Description,State
7079,Missouri,Linn,IA-06,64631,Biomass,FSA,2013,BCAP Project Area Rental,1,629.0,Native Grass & Forbs Establishment,MO
7080,Missouri,Linn,IA-06,64631,Biomass,FSA,2014,BCAP Project Area Rental,1,1259.0,Native Grass & Forbs Establishment,MO
7081,Missouri,Linn,IA-06,64631,Biomass,FSA,2015,BCAP Project Area Rental,1,1259.0,Native Grass & Forbs Establishment,MO
7082,Missouri,Linn,IA-06,64631,Biomass,FSA,2016,BCAP Project Area Rental,1,1259.0,Native Grass & Forbs Establishment,MO
7083,Missouri,Linn,IA-06,64631,Biomass,FSA,2017,BCAP Project Area Rental,1,1259.0,Native Grass & Forbs Establishment,MO
7084,Missouri,Livingston,IA-06,64601,Biomass,FSA,2012,BCAP Project Area Cost-Share,2,6253.0,Native Grass & Forbs Establishment,MO
7085,Missouri,Livingston,IA-06,64601,Biomass,FSA,2013,BCAP Project Area Rental,2,6795.0,Native Grass & Forbs Establishment,MO
7086,Missouri,Livingston,IA-06,64601,Biomass,FSA,2014,BCAP Project Area Rental,2,6795.0,Native Grass & Forbs Establishment,MO
7087,Missouri,Livingston,IA-06,64601,Biomass,FSA,2015,BCAP Project Area Rental,2,6795.0,Native Grass & Forbs Establishment,MO
7088,Missouri,Livingston,IA-06,64601,Biomass,FSA,2016,BCAP Project Area Rental,2,6795.0,Native Grass & Forbs Establishment,MO
7089,Missouri,Livingston,IA-06,64601,Biomass,FSA,2017,BCAP Project Area Rental,1,2722.0,Native Grass & Forbs Establishment,MO
7090,Missouri,Platte,IA-06,64089,Biomass,FSA,2012,BCAP Project Area Cost-Share,2,19199.0,Native Grass & Forbs Establishment,MO
7091,Missouri,Platte,IA-06,64089,Biomass,FSA,2013,BCAP Project Area Rental,1,20322.0,Native Grass & Forbs Establishment,MO
7092,Missouri,Platte,IA-06,64089,Biomass,FSA,2014,BCAP Project Area Rental,1,20322.0,Native Grass & Forbs Establishment,MO
7093,Missouri,Platte,IA-06,64089,Biomass,FSA,2015,BCAP Project Area Rental,1,20322.0,Native Grass & Forbs Establishment,MO
7094,Missouri,Platte,IA-06,64089,Biomass,FSA,2016,BCAP Project Area Rental,1,20322.0,Native Grass & Forbs Establishment,MO
7095,Missouri,Platte,IA-06,64089,Biomass,FSA,2017,BCAP Project Area Rental,1,20322.0,Native Grass & Forbs Establishment,MO
7096,Missouri,Adair,IA-06,63501,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),3,18389.0,Solar Electric,MO
7097,Missouri,Atchison,IA-06,64446,Solar,RBS,2021,Rural Energy for America Program (REAP),1,3644.0,Solar Electric,MO
7098,Missouri,Audrain,IA-06,63382,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,15960.0,Solar Electric,MO
7099,Missouri,Chariton,IA-06,64676,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,3634.0,Solar Electric,MO
7100,Missouri,Daviess,IA-06,64640,Solar,RBS,2021,Rural Energy for America Program (REAP),1,33496.0,Solar Electric,MO
7101,Missouri,DeKalb,IA-06,64422,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,6518.0,Solar Electric,MO
7102,Missouri,Knox,IA-06,63563,Solar,RBS,2021,Rural Energy for America Program (REAP),1,28074.0,Solar Electric,MO
7103,Missouri,Livingston,IA-06,64601,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7104,Missouri,Macon,IA-06,63532,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7105,Missouri,Macon,IA-06,63552,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,14500.0,Solar Electric,MO
7106,Missouri,Marion,IA-06,63456,Solar,RBS,2021,Rural Energy for America Program (REAP),1,9405.0,Solar Electric,MO
7107,Missouri,Mercer,IA-06,64673,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),2,28755.0,Solar Electric,MO
7108,Missouri,Mercer,IA-06,64673,Solar,RBS,2021,Rural Energy for America Program (REAP),2,53953.0,Solar Electric,MO
7109,Missouri,Nodaway,IA-06,64468,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7110,Missouri,Nodaway,IA-06,64468,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,8455.0,Solar Thermal,MO
7111,Missouri,Pike,IA-06,63334,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7112,Missouri,Ralls,IA-06,63456,Solar,RBS,2021,Rural Energy for America Program (REAP),1,33120.0,Solar Electric,MO
7113,Missouri,St. Louis,IL-01,63116,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,20018.0,Giant Miscanthus crop propagation and planting,MO
7114,Missouri,St. Louis,IL-01,63116,Biomass,FSA,2013,BCAP Project Area Cost-Share,1,16914.0,Giant Miscanthus crop propagation and planting,MO
7115,Missouri,St. Louis,IL-01,63116,Biomass,FSA,2013,BCAP Project Area Rental,1,1679.0,Giant Miscanthus crop propagation and planting,MO
7116,Missouri,St. Louis,IL-01,63116,Biomass,FSA,2014,BCAP Project Area Rental,1,1679.0,Giant Miscanthus crop propagation and planting,MO
7117,Missouri,St. Louis,IL-01,63116,Biomass,FSA,2015,BCAP Project Area Rental,1,1679.0,Giant Miscanthus crop propagation and planting,MO
7118,Missouri,St. Louis,IL-01,63116,Biomass,FSA,2016,BCAP Project Area Rental,1,1679.0,Giant Miscanthus crop propagation and planting,MO
7119,Missouri,Callaway,IL-03,63388,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,792.0,Native Grass & Forbs Establishment,MO
7120,Missouri,Callaway,IL-03,63388,Biomass,FSA,2013,BCAP Project Area Rental,1,703.0,Native Grass & Forbs Establishment,MO
7121,Missouri,Callaway,IL-03,63388,Biomass,FSA,2014,BCAP Project Area Rental,1,593.0,Native Grass & Forbs Establishment,MO
7122,Missouri,Callaway,IL-03,63388,Biomass,FSA,2015,BCAP Project Area Rental,1,593.0,Native Grass & Forbs Establishment,MO
7123,Missouri,Callaway,IL-03,63388,Biomass,FSA,2016,BCAP Project Area Rental,1,593.0,Native Grass & Forbs Establishment,MO
7124,Missouri,Callaway,IL-03,63388,Biomass,FSA,2017,BCAP Project Area Rental,1,593.0,Native Grass & Forbs Establishment,MO
7125,Missouri,Callaway,IL-03,65043,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,1336.0,Native Grass & Forbs Establishment,MO
7126,Missouri,Callaway,IL-03,65043,Biomass,FSA,2012,BCAP Project Area Rental,1,737.0,Native Grass & Forbs Establishment,MO
7127,Missouri,Callaway,IL-03,65043,Biomass,FSA,2013,BCAP Project Area Rental,1,737.0,Native Grass & Forbs Establishment,MO
7128,Missouri,Callaway,IL-03,65043,Biomass,FSA,2014,BCAP Project Area Rental,1,737.0,Native Grass & Forbs Establishment,MO
7129,Missouri,Callaway,IL-03,65043,Biomass,FSA,2015,BCAP Project Area Rental,1,737.0,Native Grass & Forbs Establishment,MO
7130,Missouri,Callaway,IL-03,65067,Biomass,FSA,2012,BCAP Project Area Cost-Share,3,17553.0,Native Grass & Forbs Establishment,MO
7131,Missouri,Callaway,IL-03,65067,Biomass,FSA,2012,BCAP Project Area Rental,3,12527.0,Native Grass & Forbs Establishment,MO
7132,Missouri,Callaway,IL-03,65067,Biomass,FSA,2013,BCAP Project Area Rental,3,12527.0,Native Grass & Forbs Establishment,MO
7133,Missouri,Callaway,IL-03,65067,Biomass,FSA,2014,BCAP Project Area Rental,3,12527.0,Native Grass & Forbs Establishment,MO
7134,Missouri,Callaway,IL-03,65067,Biomass,FSA,2015,BCAP Project Area Rental,3,12527.0,Native Grass & Forbs Establishment,MO
7135,Missouri,Callaway,IL-03,65067,Biomass,FSA,2016,BCAP Project Area Rental,1,4365.0,Native Grass & Forbs Establishment,MO
7136,Missouri,Callaway,IL-03,65077,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,5592.0,Native Grass & Forbs Establishment,MO
7137,Missouri,Callaway,IL-03,65077,Biomass,FSA,2012,BCAP Project Area Rental,1,1804.0,Native Grass & Forbs Establishment,MO
7138,Missouri,Callaway,IL-03,65077,Biomass,FSA,2013,BCAP Project Area Rental,1,1804.0,Native Grass & Forbs Establishment,MO
7139,Missouri,Callaway,IL-03,65077,Biomass,FSA,2014,BCAP Project Area Rental,1,3608.0,Native Grass & Forbs Establishment,MO
7140,Missouri,Callaway,IL-03,65077,Biomass,FSA,2015,BCAP Project Area Rental,1,3608.0,Native Grass & Forbs Establishment,MO
7141,Missouri,Callaway,IL-03,65077,Biomass,FSA,2016,BCAP Project Area Rental,1,3608.0,Native Grass & Forbs Establishment,MO
7142,Missouri,Callaway,IL-03,65080,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,18351.0,Giant Miscanthus crop propagation and planting,MO
7143,Missouri,Callaway,IL-03,65080,Biomass,FSA,2012,BCAP Project Area Rental,1,1747.0,Giant Miscanthus crop propagation and planting,MO
7144,Missouri,Callaway,IL-03,65080,Biomass,FSA,2013,BCAP Project Area Cost-Share,1,27351.0,Giant Miscanthus crop propagation and planting,MO
7145,Missouri,Callaway,IL-03,65080,Biomass,FSA,2013,BCAP Project Area Rental,1,1748.0,Giant Miscanthus crop propagation and planting,MO
7146,Missouri,Callaway,IL-03,65080,Biomass,FSA,2014,BCAP Project Area Rental,1,3495.0,Giant Miscanthus crop propagation and planting,MO
7147,Missouri,Callaway,IL-03,65251,Biomass,FSA,2012,BCAP Project Area Cost-Share,4,67988.0,Native Grass & Forbs Establishment,MO
7148,Missouri,Callaway,IL-03,65251,Biomass,FSA,2012,BCAP Project Area Rental,6,27612.0,Native Grass & Forbs Establishment,MO
7149,Missouri,Callaway,IL-03,65251,Biomass,FSA,2013,BCAP Project Area Cost-Share,1,4961.0,Native Grass & Forbs Establishment,MO
7150,Missouri,Callaway,IL-03,65251,Biomass,FSA,2013,BCAP Project Area Rental,9,32441.0,Native Grass & Forbs Establishment,MO
7151,Missouri,Callaway,IL-03,65251,Biomass,FSA,2014,BCAP Project Area Rental,7,48461.0,Native Grass & Forbs Establishment,MO
7152,Missouri,Callaway,IL-03,65251,Biomass,FSA,2015,BCAP Project Area Rental,10,59693.0,Native Grass & Forbs Establishment,MO
7153,Missouri,Callaway,IL-03,65251,Biomass,FSA,2016,BCAP Project Area Rental,8,44897.0,Native Grass & Forbs Establishment,MO
7154,Missouri,Callaway,IL-03,65251,Biomass,FSA,2017,BCAP Project Area Rental,6,38694.0,Native Grass & Forbs Establishment,MO
7155,Missouri,Callaway,IL-03,65262,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,38863.0,Giant Miscanthus crop propagation and planting,MO
7156,Missouri,Callaway,IL-03,65262,Biomass,FSA,2012,BCAP Project Area Rental,1,3240.0,Giant Miscanthus crop propagation and planting,MO
7157,Missouri,Callaway,IL-03,65262,Biomass,FSA,2013,BCAP Project Area Cost-Share,1,34091.0,Giant Miscanthus crop propagation and planting,MO
7158,Missouri,Callaway,IL-03,65262,Biomass,FSA,2013,BCAP Project Area Rental,1,3240.0,Giant Miscanthus crop propagation and planting,MO
7159,Missouri,Callaway,IL-03,65262,Biomass,FSA,2014,BCAP Project Area Rental,1,6480.0,Giant Miscanthus crop propagation and planting,MO
7160,Missouri,Cole,IL-03,65023,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,29696.0,Giant Miscanthus crop propagation and planting,MO
7161,Missouri,Cole,IL-03,65023,Biomass,FSA,2012,BCAP Project Area Rental,1,1510.0,Giant Miscanthus crop propagation and planting,MO
7162,Missouri,Cole,IL-03,65023,Biomass,FSA,2013,BCAP Project Area Rental,1,1510.0,Giant Miscanthus crop propagation and planting,MO
7163,Missouri,Cole,IL-03,65023,Biomass,FSA,2014,BCAP Project Area Rental,1,3020.0,Giant Miscanthus crop propagation and planting,MO
7164,Missouri,Cole,IL-03,65023,Biomass,FSA,2015,BCAP Project Area Rental,1,2513.0,Giant Miscanthus crop propagation and planting,MO
7165,Missouri,Cole,IL-03,65023,Biomass,FSA,2016,BCAP Project Area Rental,1,1423.0,Giant Miscanthus crop propagation and planting,MO
7166,Missouri,Cole,IL-03,65053,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,42613.0,Giant Miscanthus crop propagation and planting,MO
7167,Missouri,Cole,IL-03,65053,Biomass,FSA,2012,BCAP Project Area Rental,1,2297.0,Giant Miscanthus crop propagation and planting,MO
7168,Missouri,Cole,IL-03,65053,Biomass,FSA,2013,BCAP Project Area Rental,1,2298.0,Giant Miscanthus crop propagation and planting,MO
7169,Missouri,Cole,IL-03,65053,Biomass,FSA,2014,BCAP Project Area Rental,1,4595.0,Giant Miscanthus crop propagation and planting,MO
7170,Missouri,Cole,IL-03,65053,Biomass,FSA,2015,BCAP Project Area Rental,1,2489.0,Giant Miscanthus crop propagation and planting,MO
7171,Missouri,Cole,IL-03,65074,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,28087.0,Giant Miscanthus crop propagation and planting,MO
7172,Missouri,Cole,IL-03,65074,Biomass,FSA,2012,BCAP Project Area Rental,1,1521.0,Giant Miscanthus crop propagation and planting,MO
7173,Missouri,Cole,IL-03,65074,Biomass,FSA,2013,BCAP Project Area Cost-Share,1,24596.0,Giant Miscanthus crop propagation and planting,MO
7174,Missouri,Cole,IL-03,65074,Biomass,FSA,2013,BCAP Project Area Rental,1,1522.0,Giant Miscanthus crop propagation and planting,MO
7175,Missouri,Cole,IL-03,65074,Biomass,FSA,2014,BCAP Project Area Rental,1,3043.0,Giant Miscanthus crop propagation and planting,MO
7176,Missouri,Cole,IL-03,65074,Biomass,FSA,2015,BCAP Project Area Rental,1,3043.0,Giant Miscanthus crop propagation and planting,MO
7177,Missouri,Cole,IL-03,65074,Biomass,FSA,2016,BCAP Project Area Rental,1,3043.0,Giant Miscanthus crop propagation and planting,MO
7178,Missouri,Cole,IL-03,65074,Biomass,FSA,2017,BCAP Project Area Rental,1,42.0,Giant Miscanthus crop propagation and planting,MO
7179,Missouri,Cole,IL-03,65101,Biomass,FSA,2012,BCAP Project Area Cost-Share,2,6446.0,Native Grass & Forbs Establishment,MO
7180,Missouri,Cole,IL-03,65101,Biomass,FSA,2012,BCAP Project Area Rental,1,3132.0,Native Grass & Forbs Establishment,MO
7181,Missouri,Cole,IL-03,65101,Biomass,FSA,2013,BCAP Project Area Rental,2,3266.0,Native Grass & Forbs Establishment,MO
7182,Missouri,Cole,IL-03,65101,Biomass,FSA,2014,BCAP Project Area Rental,2,5286.0,Native Grass & Forbs Establishment,MO
7183,Missouri,Cole,IL-03,65101,Biomass,FSA,2015,BCAP Project Area Rental,2,5286.0,Native Grass & Forbs Establishment,MO
7184,Missouri,Cole,IL-03,65101,Biomass,FSA,2016,BCAP Project Area Rental,1,1246.0,Native Grass & Forbs Establishment,MO
7185,Missouri,Cole,IL-03,65102,Biomass,FSA,2012,BCAP Project Area Cost-Share,9,49375.0,Native Grass & Forbs Establishment,MO
7186,Missouri,Cole,IL-03,65102,Biomass,FSA,2012,BCAP Project Area Rental,9,26005.0,Native Grass & Forbs Establishment,MO
7187,Missouri,Cole,IL-03,65102,Biomass,FSA,2013,BCAP Project Area Rental,9,26000.0,Native Grass & Forbs Establishment,MO
7188,Missouri,Cole,IL-03,65102,Biomass,FSA,2014,BCAP Project Area Rental,9,36375.0,Native Grass & Forbs Establishment,MO
7189,Missouri,Cole,IL-03,65102,Biomass,FSA,2015,BCAP Project Area Rental,9,36375.0,Native Grass & Forbs Establishment,MO
7190,Missouri,Cole,IL-03,65102,Biomass,FSA,2016,BCAP Project Area Rental,6,20960.0,Native Grass & Forbs Establishment,MO
7191,Missouri,Cole,IL-03,65102,Biomass,FSA,2017,BCAP Project Area Rental,4,19298.0,Native Grass & Forbs Establishment,MO
7192,Missouri,Cole,IL-03,65109,Biomass,FSA,2012,BCAP Project Area Cost-Share,2,30495.0,Giant Miscanthus crop propagation and planting,MO
7193,Missouri,Cole,IL-03,65109,Biomass,FSA,2012,BCAP Project Area Rental,2,1724.0,Giant Miscanthus crop propagation and planting,MO
7194,Missouri,Cole,IL-03,65109,Biomass,FSA,2012,BCAP Project Area Rental,1,1181.0,Native Grass & Forbs Establishment,MO
7195,Missouri,Cole,IL-03,65109,Biomass,FSA,2013,BCAP Project Area Rental,2,1725.0,Giant Miscanthus crop propagation and planting,MO
7196,Missouri,Cole,IL-03,65109,Biomass,FSA,2013,BCAP Project Area Rental,1,1181.0,Native Grass & Forbs Establishment,MO
7197,Missouri,Cole,IL-03,65109,Biomass,FSA,2014,BCAP Project Area Rental,2,3449.0,Giant Miscanthus crop propagation and planting,MO
7198,Missouri,Cole,IL-03,65109,Biomass,FSA,2014,BCAP Project Area Rental,1,1181.0,Native Grass & Forbs Establishment,MO
7199,Missouri,Cole,IL-03,65109,Biomass,FSA,2015,BCAP Project Area Rental,2,1479.0,Giant Miscanthus crop propagation and planting,MO
7200,Missouri,Cole,IL-03,65109,Biomass,FSA,2015,BCAP Project Area Rental,1,1181.0,Native Grass & Forbs Establishment,MO
7201,Missouri,Cole,IL-03,65109,Biomass,FSA,2016,BCAP Project Area Rental,1,1181.0,Native Grass & Forbs Establishment,MO
7202,Missouri,St. Charles,IL-03,63341,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,7620.0,Native Grass & Forbs Establishment,MO
7203,Missouri,St. Charles,IL-03,63341,Biomass,FSA,2013,BCAP Project Area Rental,1,4960.0,Native Grass & Forbs Establishment,MO
7204,Missouri,St. Charles,IL-03,63341,Biomass,FSA,2014,BCAP Project Area Rental,1,4960.0,Native Grass & Forbs Establishment,MO
7205,Missouri,St. Charles,IL-03,63341,Biomass,FSA,2015,BCAP Project Area Rental,1,4960.0,Native Grass & Forbs Establishment,MO
7206,Missouri,St. Charles,IL-03,63341,Biomass,FSA,2016,BCAP Project Area Rental,1,4960.0,Native Grass & Forbs Establishment,MO
7207,Missouri,Callaway,IL-03,65251,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,12800.0,Solar Electric,MO
7208,Missouri,Cole,IL-03,65109,Solar,RBS,2021,Rural Energy for America Program (REAP),1,5600.0,Solar Electric,MO
7209,Missouri,Franklin,IL-03,63069,Solar,RBS,2021,Rural Energy for America Program (REAP),1,20000.0,Solar Electric,MO
7210,Missouri,Franklin,IL-03,63090,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7211,Missouri,Gasconade,IL-03,65062,Solar,RBS,2021,Rural Energy for America Program (REAP),1,18750.0,Solar Electric,MO
7212,Missouri,Lincoln,IL-03,63362,Solar,RBS,2021,Rural Energy for America Program (REAP),1,14360.0,Solar Electric,MO
7213,Missouri,Maries,IL-03,65582,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,8761.0,Solar Electric,MO
7214,Missouri,Warren,IL-03,63390,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7215,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2012,BCAP Project Area Cost-Share,1,45996.0,Giant Miscanthus crop propagation and planting,MO
7216,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2012,BCAP Project Area Rental,1,1637.0,Giant Miscanthus crop propagation and planting,MO
7217,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2013,BCAP Project Area Rental,1,1637.0,Giant Miscanthus crop propagation and planting,MO
7218,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2014,BCAP Project Area Rental,1,3274.0,Giant Miscanthus crop propagation and planting,MO
7219,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2015,BCAP Project Area Rental,1,3274.0,Giant Miscanthus crop propagation and planting,MO
7220,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2016,BCAP Project Area Rental,1,3274.0,Giant Miscanthus crop propagation and planting,MO
7221,Missouri,Dunklin,IL-08,63876,Biomass,FSA,2017,BCAP Project Area Rental,1,998.0,Giant Miscanthus crop propagation and planting,MO
7222,Missouri,Butler,IL-08,63901,Solar,RBS,2021,Rural Energy for America Program (REAP),1,39841.0,Solar Electric,MO
7223,Missouri,Cape Girardeau,IL-08,63703,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7224,Missouri,Jefferson,IL-08,63050,Solar,RBS,2021,Rural Energy for America Program (REAP),1,20000.0,Solar Electric,MO
7225,Missouri,Pemiscot,IL-08,63830,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,9750.0,Solar Electric,MO
7226,Missouri,Pemiscot,IL-08,63830,Solar,RBS,2021,Rural Energy for America Program (REAP),1,49997.0,Solar Electric,MO
7227,Missouri,Scott,IL-08,63771,Solar,RBS,2021,Rural Energy for America Program (REAP),1,49975.0,Solar Electric,MO
7228,Missouri,St. Francois,IL-08,63601,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,14900.0,Solar Electric,MO
7229,Missouri,St. Francois,IL-08,63640,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,MO
7230,Missouri,St. Louis,MO-01,63108,Biomass,NIFA,2018,SBIR Grants,1,100000.0,Biofuels and Biobased Products,MO
7231,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2010,Advanced Biofuel Payment Program,1,213891.03,Biofuels,MO
7232,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,2363837.02,Biofuels,MO
7233,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2012,Advanced Biofuel Payment Program,1,523412.51,Biofuels,MO
7234,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,7245.74,Biofuels,MO
7235,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,198.79,Biofuels,MO
7236,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,281.58,Biofuels,MO
7237,Missouri,St. Louis,MO-02,63017,Biomass,RBS,2016,Advanced Biofuel Payment Program,1,66.78,Biofuels,MO
7238,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,178605.63,Biofuels,MO
7239,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2012,Advanced Biofuel Payment Program,1,76186.84,Biofuels,MO
7240,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,105206.99,Biofuels,MO
7241,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,211903.3,Biofuels,MO
7242,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,239993.54,Biofuels,MO
7243,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2016,Advanced Biofuel Payment Program,1,20346.3,Biofuels,MO
7244,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2017,Advanced Biofuel Payment Program,1,33926.62,Biofuels,MO
7245,Missouri,St. Louis,MO-02,63141,Biomass,RBS,2018,Advanced Biofuel Payment Program,1,19030.58,Biofuels,MO
7246,Missouri,St. Louis,MO-02,63025,Solar,RBS,2019,Rural Energy for America Program (REAP),1,14809.0,Solar Electric,MO
7247,Missouri,Callaway,MO-03,65101,Biomass,FSA,2015,BCAP Matching Payments,1,265.0,BCAP Warm Season Grasses,MO
7248,Missouri,Callaway,MO-03,65101,Biomass,FSA,2015,BCAP Matching Payments,1,651.0,Corn cobs and Stover,MO
7249,Missouri,Cole,MO-03,65023,Biomass,RBS,2007,Value-Added Producer Grant (VAPG),1,91874.84,Ethanol Production,MO
7250,Missouri,Cole,MO-03,65101,Biomass,NIFA,2013,AFRI Grant,1,94258.0,"Socioeconomic Impacts of Biofuels on Rural Communities, AFRI",MO
7251,Missouri,Cole,MO-03,65110,Biomass,NIFA,2003,Biodiesel Fuel Education,1,770000.0,Biodiesel Fuel Education Program,MO
7252,Missouri,Cole,MO-03,65110,Biomass,NIFA,2004,Biodiesel Fuel Education,1,770000.0,Biodiesel Fuel Education Program,MO
7253,Missouri,Cole,MO-03,65110,Biomass,NIFA,2005,Biodiesel Fuel Education,1,770000.0,Biodiesel Fuel Education Program,MO
7254,Missouri,Cole,MO-03,65110,Biomass,NIFA,2006,Biodiesel Fuel Education,1,770000.0,Biodiesel Fuel Education Program,MO
7255,Missouri,Cole,MO-03,65110,Biomass,NIFA,2007,Biodiesel Fuel Education,1,770000.0,Biodiesel Fuel Education Program,MO
7256,Missouri,Cole,MO-03,65110,Biomass,NIFA,2008,Biodiesel Fuel Education,1,759585.0,Biodiesel Fuel Education Program,MO
7257,Missouri,Cole,MO-03,65110,Biomass,NIFA,2009,Biodiesel Fuel Education,1,760000.0,Biodiesel Fuel Education Program,MO
7258,Missouri,Cole,MO-03,65110,Biomass,NIFA,2010,Biodiesel Fuel Education,1,760000.0,Biodiesel Fuel Education Program,MO
7259,Missouri,Cole,MO-03,65110,Biomass,NIFA,2011,Biodiesel Fuel Education,1,760000.0,Biodiesel Fuel Education Program,MO
7260,Missouri,Cole,MO-03,65110,Biomass,NIFA,2012,Biodiesel Fuel Education,1,760000.0,Biodiesel Fuel Education Program,MO
7261,Missouri,Cole,MO-03,65110,Biomass,NIFA,2014,Biodiesel Fuel Education,1,768000.0,Biodiesel Fuel Education Program,MO
7262,Missouri,Cole,MO-03,65110,Biomass,NIFA,2015,Biodiesel Fuel Education,1,711936.0,Biodiesel Fuel Education Program,MO
7263,Missouri,Cole,MO-03,65110,Biomass,NIFA,2016,Biodiesel Fuel Education,1,715776.0,Biodiesel Fuel Education Program,MO
7264,Missouri,Cole,MO-03,65110,Biomass,NIFA,2017,Biodiesel Fuel Education,1,715008.0,Biodiesel Fuel Education Program,MO
7265,Missouri,Cole,MO-03,65110,Biomass,NIFA,2018,Biodiesel Fuel Education,1,715766.0,Biodiesel Fuel Education Program,MO
7266,Missouri,Cole,MO-03,65110,Biomass,RBS,2002,Value-Added Producer Grant (VAPG),1,450000.0,Biodiesel Production,MO
7267,Missouri,Cole,MO-03,65110,Biomass,RBS,2011,Rural Business Opportunity,1,22460.0,Solid Fuel Production,MO
7268,Missouri,Montgomery,MO-03,63384,Biomass,FSA,2015,BCAP Matching Payments,1,824.0,BCAP Warm Season Grasses,MO
7269,Missouri,Callaway,MO-03,65101,Solar,RBS,2019,Rural Energy for America Program (REAP),1,9415.0,Solar Electric,MO
7270,Missouri,Callaway,MO-03,65251,Solar,RBS,2016,Rural Energy for America Program (REAP),1,10284.0,Solar Electric,MO
7271,Missouri,Callaway,MO-03,65251,Solar,RBS,2018,Rural Energy for America Program (REAP),1,3280.0,Solar Electric,MO
7272,Missouri,Callaway,MO-03,65264,Solar,RBS,2019,Rural Energy for America Program (REAP),1,20000.0,Solar Electric,MO
7273,Missouri,Camden,MO-03,65065,Solar,RBS,2020,Rural Energy for America Program (REAP),1,20000.0,Solar Electric,MO
7274,Missouri,Camden,MO-03,65591,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,12250.0,Solar Electric,MO
7275,Missouri,Cole,MO-03,65101,Solar,RBS,2019,Rural Energy for America Program (REAP),1,48262.0,Solar Electric,MO
7276,Missouri,Cole,MO-03,65101,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,8750.0,Solar Electric,MO
7277,Missouri,Cole,MO-03,65101,Solar,RBS,2020,Rural Energy for America Program (REAP),1,2500.0,Solar Electric,MO
7278,Missouri,Cole,MO-03,65109,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,19964.0,Solar Small,MO
